timestamp,motion_detected,temperature_c,humidity_pct,audio_detected,occupancy_predicted
2026-06-19 12:45:25,False,26.9,52.0,0,0
2026-06-19 12:45:38,False,26.9,51.9,0,0
2026-06-19 12:45:49,False,26.9,51.9,0,0
2026-06-19 12:45:59,False,27.2,78.7,0,0
2026-06-19 12:46:09,False,27.8,90.2,1,1
2026-06-19 12:46:19,False,28.3,79.5,0,0
2026-06-19 12:46:30,False,28.6,58.8,1,1
2026-06-19 12:46:40,False,28.6,59.9,0,0
2026-06-19 12:46:50,False,28.6,54.8,0,0
2026-06-19 12:47:01,True,28.6,52.0,0,0
2026-06-19 12:47:11,False,28.5,51.1,0,0
2026-06-19 12:47:21,True,28.5,50.8,0,0
2026-06-19 12:47:32,True,28.4,50.8,0,0
2026-06-19 12:47:42,False,28.4,54.6,1,1
2026-06-19 12:47:52,False,28.4,53.4,1,1
2026-06-19 12:48:02,False,28.3,52.1,1,1
2026-06-19 12:48:13,False,28.3,51.4,1,1
2026-06-19 12:48:23,False,28.3,50.8,1,1
2026-06-19 12:48:33,False,28.2,51.0,0,0
2026-06-19 12:48:44,True,28.2,50.5,0,0
2026-06-19 12:48:54,False,28.2,51.9,0,0
2026-06-19 12:49:04,False,28.2,52.2,0,0
2026-06-19 12:49:15,False,28.2,52.9,0,0
2026-06-19 12:49:25,False,28.2,53.5,0,0
2026-06-19 12:49:35,False,28.2,53.7,1,1
2026-06-19 12:49:46,False,28.2,53.2,1,1
2026-06-19 12:49:56,False,28.2,51.6,0,0
2026-06-19 12:50:06,True,28.2,52.4,0,0
2026-06-19 12:50:16,False,28.2,53.9,1,1
2026-06-19 12:50:27,False,28.3,61.1,1,1
2026-06-19 12:50:37,False,28.7,79.4,0,0
2026-06-19 12:50:47,False,29.3,83.4,0,0
2026-06-19 12:50:58,False,29.7,85.6,1,1
2026-06-19 12:51:08,True,30.2,86.5,1,1
2026-06-19 12:51:18,False,30.5,87.0,0,0
2026-06-19 12:51:29,True,30.8,87.4,0,0
2026-06-19 12:51:39,False,31.1,88.0,0,0
2026-06-19 12:51:49,False,31.2,72.0,0,0
